0, 710230202
1, 413619405
2, 358523143
3, 314512060
4, 286209675
5, 276567161
6, 272645087
7, 261441783
8, 255944729
9, 251268647
10, 250576171
11, 249524917
12, 247109672
13, 246365414
14, 242487105
15, 237893528
16, 234056118
17, 232182381
18, 231212347
19, 230372438
20, 228700382
21, 227348937
22, 224949825
23, 223314979
24, 221551409
25, 220727899
26, 220102067
27, 218773608
28, 217507754
29, 216662610
30, 215872985
31, 214918285
32, 213025255
33, 213008664
34, 212920894
35, 212724614
36, 212232439
37, 211969841
38, 211925169
39, 211918578
40, 211904784
41, 210820179
42, 210820179
43, 209575665
44, 209469509
45, 209464169
46, 209464169
47, 209436813
48, 209419698
49, 209397441
50, 209270507
51, 209217719
52, 208902873
53, 208609232
54, 207752835
55, 207752835
56, 206913217
57, 206913217
58, 206579985
59, 205910529
60, 205525679
61, 204699270
62, 203794071
63, 203611130
64, 203320503
65, 201742818
66, 201641614
67, 201569036
68, 201569036
69, 201563572
70, 200809686
71, 200665512
72, 199429281
73, 199429281
74, 199429281
75, 199012835
76, 198886773
77, 198852446
78, 198849255
79, 198709897
80, 198709897
81, 198586330
82, 198586330
83, 198563214
84, 198545524
85, 198545524
86, 198545524
87, 198061114
88, 197389590
89, 197351634
90, 197140019
91, 197136815
92, 197136815
93, 197053532
94, 195473732
95, 195303811
96, 195228750
97, 195228750
98, 195228750
99, 195076212
100, 194932330
101, 194932330
102, 194830120
103, 194830120
104, 194830120
105, 194784680
106, 194784680
107, 194485784
108, 194485784
109, 194485784
110, 194329144
111, 194180294
112, 194180294
113, 194168567
114, 194168567
115, 193807635
116, 193658375
117, 193658375
118, 193658375
119, 193210078
120, 193210078
121, 193210078
122, 193210078
123, 193210078
124, 193138661
125, 192970252
126, 192970252
127, 192970252
128, 192970252
129, 192970252
130, 192970252
131, 192830502
132, 192759468
133, 192759468
134, 192759468
135, 192614973
136, 192534067
137, 192499207
138, 192499207
139, 192424102
140, 192228226
141, 192184644
142, 192184644
143, 192184644
144, 192153176
145, 192153176
146, 192153176
147, 192116159
148, 192116159
149, 192101233
150, 191823061
151, 191823061
152, 191823061
153, 191823061
154, 191773469
155, 190869245
156, 190695327
157, 190695327
158, 190620279
159, 190612311
160, 190586322
161, 190361180
162, 190309122
163, 190309122
164, 190293691
165, 190293691
166, 190289356
167, 190288252
168, 190279513
169, 190279513
170, 190261539
171, 190186287
172, 190186287
173, 190186287
174, 190186287
175, 190186287
176, 190128165
177, 190128165
178, 190128165
179, 190128165
180, 189976851
181, 189944994
182, 189538523
183, 189527654
184, 189527654
185, 189527654
186, 189527654
187, 189526214
188, 189526214
189, 189526214
190, 189526214
191, 188673383
192, 188669240
193, 188368014
194, 188368014
195, 188368014
196, 188368014
197, 188342263
198, 188342263
199, 188319495
200, 187392631
201, 187392631
202, 187392631
203, 187392631
204, 187164042
205, 187164042
206, 186536516
207, 186536516
208, 186536516
